CAI;Производитель;Модель;Ширина (мм);;;;;;;;;;;
4382300;Pirelli;Powergy;225;55;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Powergy/src/big_0.png;4;12 490;9 989
4381800;Pirelli;Powergy;235;55;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Powergy/src/big_0.png;4;18 280;14 858
4379000;Pirelli;Scorpion Verde;225;65;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Scorpion_Verde/src/big_0.png;4;10 091;9 610
4380200;Pirelli;Scorpion Verde;235;55;R20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Scorpion_Verde/src/big_0.png;4;22 310;17 845
3220006672;Sailun;Atrezzo Elite;215;55;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Sailun/Atrezzo_Elite/small/0.png;https://4tochki.ru/pictures/tyres/Sailun/Atrezzo_Elite/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Sailun/Atrezzo_Elite/src/big_0.png;4;6 460;5 980
3220006747;Sailun;Atrezzo ZSR SUV;285;50;R20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Sailun/Atrezzo_ZSR_SUV/small/0.png;https://4tochki.ru/pictures/tyres/Sailun/Atrezzo_ZSR_SUV/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Sailun/Atrezzo_ZSR_SUV/src/big_0.png;4;14 960;13 850
3220020493;Sailun;Turismo SV57;225;55;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Sailun/Turismo_SV57/small/0.png;https://4tochki.ru/pictures/tyres/Sailun/Turismo_SV57/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Sailun/Turismo_SV57/src/big_0.png;4;7 540;6 980
YSRF10R1703;Tracmax;X-Privilo H/T;225;60;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Tracmax/X-Privilo_H_T/small/0.png;https://4tochki.ru/pictures/tyres/Tracmax/X-Privilo_H_T/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Tracmax/X-Privilo_H_T/src/big_0.png;4;6 430;5 950
YSTX3R1807;Tracmax;X-Privilo TX3;235;45;ZR18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Tracmax/X-Privilo_TX3/small/0.png;https://4tochki.ru/pictures/tyres/Tracmax/X-Privilo_TX3/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Tracmax/X-Privilo_TX3/src/big_0.png;8;5 840;5 399
YSTX5R1614;Tracmax;X-Privilo TX5;215;65;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Tracmax/X-Privilo_TX5/small/0.png;https://4tochki.ru/pictures/tyres/Tracmax/X-Privilo_TX5/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Tracmax/X-Privilo_TX5/src/big_0.png;4;5 380;4 980
R9099;Yokohama;Advan dB V553;245;45;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/Advan_dB_V553/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/Advan_dB_V553/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/Advan_dB_V553/src/big_0.png;4;25 350;20 334
R7585;Yokohama;Advan Sport V107;245;40;ZR19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/Advan_Sport_V107/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/Advan_Sport_V107/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/Advan_Sport_V107/src/big_0.png;4;24 730;19 835
R7546;Yokohama;Advan Sport V107;275;35;ZR19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/Advan_Sport_V107/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/Advan_Sport_V107/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/Advan_Sport_V107/src/big_0.png;4;29 760;23 871
R6050;Yokohama;BluEarth-GT AE51;205;60;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/BluEarth-GT_AE51/src/big_0.png;4;8 580;6 881
R6058;Yokohama;BluEarth-GT AE51;225;55;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/BluEarth-GT_AE51/src/big_0.png;4;13 520;10 843
R6068;Yokohama;BluEarth-GT AE51;235;45;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/BluEarth-GT_AE51/src/big_0.png;4;15 540;12 465
R6062;Yokohama;BluEarth-GT AE51;245;45;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-GT_AE51/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/BluEarth-GT_AE51/src/big_0.png;4;14 830;11 895
E4761;Yokohama;BluEarth-Van RY55;225;70;R15C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-Van_RY55/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-Van_RY55/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/BluEarth-Van_RY55/src/big_0.png;2;14 390;11 538
R7535;Yokohama;BluEarth-XT AE61;235;50;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-XT_AE61/small/0.png;https://4tochki.ru/pictures/tyres/Yokohama/BluEarth-XT_AE61/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Yokohama/BluEarth-XT_AE61/src/big_0.png;4;14 180;11 366
AB5143;Antares;Ingens-Locus;235;45;ZR18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Ingens-Locus/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Ingens-Locus/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Ingens-Locus/src/big_0.png;4;5 840;5 399
AB5159;Antares;Ingens-Locus;245;45;ZR18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Ingens-Locus/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Ingens-Locus/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Ingens-Locus/src/big_0.png;2;6 270;5 799
AB5017;Antares;Majoris R1;235;65;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;4;6 970;6 450
AAH536U;Antares;SMT A7;265;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;4;9 490;8 780
P100048;Bars;UZ200;195;65;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Bars/UZ200/small/0.png;https://4tochki.ru/pictures/tyres/Bars/UZ200/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Bars/UZ200/src/big_0.png;4;4 350;3 686
3115034030;Fortune;FSR-302;225;75;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Fortune/FSR-302/small/0.png;https://4tochki.ru/pictures/tyres/Fortune/FSR-302/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Fortune/FSR-302/src/big_0.png;2;7 650;7 080
3259033030;Fortune;FSR-302;245;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Fortune/FSR-302/small/0.png;https://4tochki.ru/pictures/tyres/Fortune/FSR-302/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Fortune/FSR-302/src/big_0.png;2;8 410;7 780
3461034030;Fortune;FSR-302;265;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Fortune/FSR-302/small/0.png;https://4tochki.ru/pictures/tyres/Fortune/FSR-302/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Fortune/FSR-302/src/big_0.png;4;9 510;8 799
16114000000;Gislaved;ArcticControl;185;65;R15;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Gislaved/ArcticControl/small/0.png;https://4tochki.ru/pictures/tyres/Gislaved/ArcticControl/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/ArcticControl/src/big_0.png;4;5 720;4 700
16114040000;Gislaved;ArcticControl;205;55;R16;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Gislaved/ArcticControl/small/0.png;https://4tochki.ru/pictures/tyres/Gislaved/ArcticControl/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/ArcticControl/src/big_0.png;4;7 820;6 420
16117070000;Gislaved;IceControl;195;65;R15;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Gislaved/IceControl/small/1.png;https://4tochki.ru/pictures/tyres/Gislaved/IceControl/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/IceControl/src/big_1.png;4;7 710;6 340
0348023;Gislaved;Nord Frost 200;185;65;R15;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Gislaved/Nord_Frost_200/small/1.png;https://4tochki.ru/pictures/tyres/Gislaved/Nord_Frost_200/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/Nord_Frost_200/src/big_1.png;4;6 230;5 140
0348051;Gislaved;Nord Frost 200;205;55;R16;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Gislaved/Nord_Frost_200/small/1.png;https://4tochki.ru/pictures/tyres/Gislaved/Nord_Frost_200/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/Nord_Frost_200/src/big_1.png;4;7 330;6 050
16111570150;Gislaved;SpikeControl;195;65;R15;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Gislaved/SpikeControl/small/1.png;https://4tochki.ru/pictures/tyres/Gislaved/SpikeControl/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/SpikeControl/src/big_1.png;4;6 830;5 560
16111570156;Gislaved;SpikeControl;205;55;R16;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Gislaved/SpikeControl/small/1.png;https://4tochki.ru/pictures/tyres/Gislaved/SpikeControl/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Gislaved/SpikeControl/src/big_1.png;4;7 830;6 360
CTS277661;Goodride;SL369 A/T;265;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Goodride/SL369_A_T/small/0.png;https://4tochki.ru/pictures/tyres/Goodride/SL369_A_T/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Goodride/SL369_A_T/src/big_0.png;4;9 600;8 880
CTS277692;Goodride;SU318 H/T;225;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Goodride/SU318_H_T/small/0.png;https://4tochki.ru/pictures/tyres/Goodride/SU318_H_T/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Goodride/SU318_H_T/src/big_0.png;4;7 000;6 480
CTS277628;Goodride;SU318 H/T;225;60;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Goodride/SU318_H_T/small/0.png;https://4tochki.ru/pictures/tyres/Goodride/SU318_H_T/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Goodride/SU318_H_T/src/big_0.png;1;7 950;7 360
CTS277698;Goodride;ZuperEco Z-107;235;55;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Goodride/Z-107_ZuperEco/small/0.png;https://4tochki.ru/pictures/tyres/Goodride/Z-107_ZuperEco/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Goodride/Z-107_ZuperEco/src/big_0.png;4;7 540;6 980
CTS277705;Goodride;ZuperEco Z-107;235;40;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Goodride/Z-107_ZuperEco/small/0.png;https://4tochki.ru/pictures/tyres/Goodride/Z-107_ZuperEco/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Goodride/Z-107_ZuperEco/src/big_0.png;4;5 620;5 197
CTS277550;Goodride;ZuperEco Z-107;235;45;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Goodride/Z-107_ZuperEco/small/0.png;https://4tochki.ru/pictures/tyres/Goodride/Z-107_ZuperEco/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Goodride/Z-107_ZuperEco/src/big_0.png;4;7 550;6 990
1029246;Hankook;Ventus Prime 4 K135;215;55;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Hankook/Ventus_Prime_4_K135/small/0.png;https://4tochki.ru/pictures/tyres/Hankook/Ventus_Prime_4_K135/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Hankook/Ventus_Prime_4_K135/src/big_0.png;4;9 190;7 348
1024292;Hankook;Ventus S1 Evo 3 K127;275;40;ZR19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127/small/0.png;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127/src/big_0.png;4;21 271;20 258
1028047;Hankook;Ventus S1 Evo 3 K127B;245;45;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127B/small/0.png;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127B/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127B/src/big_0.png;2;25 270;20 223
1025866;Hankook;Ventus S1 Evo 3 SUV K127A;255;50;ZR19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127A/small/0.png;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127A/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127A/src/big_0.png;2;18 830;15 066
1025870;Hankook;Ventus S1 Evo 3 SUV K127A;285;45;ZR19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127A/small/0.png;https://4tochki.ru/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127A/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Hankook/Ventus_S1_Evo_3_K127A/src/big_0.png;2;25 790;20 632
1033882;Hankook Laufenn;G Fit 4S LH71;225;60;R17;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/Hankook_Laufenn/G_Fit_4S_LH71/small/0.png;https://4tochki.ru/pictures/tyres/Hankook_Laufenn/G_Fit_4S_LH71/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Hankook_Laufenn/G_Fit_4S_LH71/src/big_0.png;4;9 510;8 799
1033831;Hankook Laufenn;G Fit EQ+ LK41;215;65;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Laufenn/G_FIT_EQ/small/0.png;https://4tochki.ru/pictures/tyres/Laufenn/G_FIT_EQ/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Laufenn/G_FIT_EQ/src/big_0.png;2;6 600;6 111
1019696;Hankook Laufenn;X Fit HT LD01;265;65;R17;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/Laufenn/X-Fit_HT_LD01/small/0.png;https://4tochki.ru/pictures/tyres/Laufenn/X-Fit_HT_LD01/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Laufenn/X-Fit_HT_LD01/src/big_0.png;4;12 350;11 189
500H1064;HiFly;All-Turi 221;225;65;R17;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/All-Turi_221/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/All-Turi_221/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/All-Turi_221/src/big_0.png;4;7 540;6 980
200H1009;HiFly;HF805;235;40;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/HF805/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/HF805/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/HF805/src/big_0.png;4;5 600;5 180
202H1034;HiFly;HF820;215;55;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/HF820/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/HF820/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/HF820/src/big_0.png;2;5 130;4 750
200H7020;HiFly;Vigorous AT601;265;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_AT601/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_AT601/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/Vigorous_AT601/src/big_0.png;2;8 860;8 199
200H3006;HiFly;Vigorous HP801;235;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_HP801/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_HP801/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/Vigorous_HP801/src/big_0.png;2;7 270;6 731
200H3003;HiFly;Vigorous HP801;255;50;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_HP801/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_HP801/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/Vigorous_HP801/src/big_0.png;8;7 830;7 250
200H8005;HiFly;Vigorous MT601;265;75;R16C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_MT601/small/0.png;https://4tochki.ru/pictures/tyres/HiFly/Vigorous_MT601/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/HiFly/Vigorous_MT601/src/big_0.png;4;10 640;9 850
BGP007;Landspider;Citytraxx H/P;235;45;ZR17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Citytraxx_H_P/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Citytraxx_H_P/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Citytraxx_H_P/src/big_0.png;2;5 940;5 499
ETH/P033;Landspider;Eurotraxx H/P;185;65;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Eurotraxx_H_P/src/big_0.png;6;3 500;3 240
ETH/P039;Landspider;Eurotraxx H/P;195;65;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Eurotraxx_H_P/src/big_0.png;4;3 640;3 370
ETH/P049;Landspider;Eurotraxx H/P;205;55;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Eurotraxx_H_P/src/big_0.png;4;3 930;3 630
ETH/P051;Landspider;Eurotraxx H/P;205;60;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Eurotraxx_H_P/src/big_0.png;4;4 490;4 150
ETH/P054;Landspider;Eurotraxx H/P;215;60;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Eurotraxx_H_P/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Eurotraxx_H_P/src/big_0.png;4;4 630;4 280
TYUHP01R1816;Landspider;Sportraxx UHP;245;40;ZR18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Sportraxx_UHP/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Sportraxx_UHP/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Sportraxx_UHP/src/big_0.png;4;5 280;4 880
TYUHP01R1821;Landspider;Sportraxx UHP;255;45;ZR18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Landspider/Sportraxx_UHP/small/0.png;https://4tochki.ru/pictures/tyres/Landspider/Sportraxx_UHP/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Landspider/Sportraxx_UHP/src/big_0.png;4;6 570;6 080
189875;Michelin;Latitude Cross;265;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Michelin/Latitude_Cross/small/0.png;https://4tochki.ru/pictures/tyres/Michelin/Latitude_Cross/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Michelin/Latitude_Cross/src/big_0.png;4;28 020;20 350
CTS222429;NorTec;MT540;225;75;R16;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/NorTec/MT540/small/0.png;https://4tochki.ru/pictures/tyres/NorTec/MT540/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/NorTec/MT540/src/big_0.png;2;9 590;8 194
4362400;Pirelli;Cinturato P7;205;60;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Cinturato_P7/small/1948700.png;https://4tochki.ru/pictures/tyres/Pirelli/Cinturato_P7/big/1948700.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Cinturato_P7/src/big_1948700.png;4;8 090;6 472
4364900;Pirelli;Cinturato P7;215;55;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Cinturato_P7/small/2484800.png;https://4tochki.ru/pictures/tyres/Pirelli/Cinturato_P7/big/2484800.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Cinturato_P7/src/big_2484800.png;4;9 923;9 450
4382600;Pirelli;Powergy;225;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Powergy/src/big_0.png;8;10 691;10 181
4382300;Pirelli;Powergy;225;55;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Powergy/src/big_0.png;4;12 490;9 989
4367400;Pirelli;Powergy;235;45;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Powergy/src/big_0.png;4;11 019;10 494
4367300;Pirelli;Powergy;245;45;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Powergy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Powergy/src/big_0.png;4;10 847;10 330
2904800;Pirelli;Scorpion Verde;255;50;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Scorpion_Verde/src/big_0.png;4;23 920;19 132
4379100;Pirelli;Scorpion Verde All-Season;265;65;R17;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/src/big_0.png;4;15 150;12 116
4379300;Pirelli;Scorpion Verde All-Season;265;60;R18;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/src/big_0.png;4;15 640;12 505
4379400;Pirelli;Scorpion Verde All-Season;285;60;R18;Всесезонная;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Scorpion_Verde_All-Season/src/big_0.png;4;15 291;14 562
4375500;Pirelli;Ice Zero FR;195;65;R15;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli/Ice_Zero_FR/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli/Ice_Zero_FR/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli/Ice_Zero_FR/src/big_0.png;4;5 644;5 375
2177000;Pirelli Formula;Energy;205;60;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli_Formula/Energy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli_Formula/Energy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli_Formula/Energy/src/big_0.png;2;5 728;5 455
4379600;Pirelli Formula;Energy;215;65;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Pirelli_Formula/Energy/small/0.png;https://4tochki.ru/pictures/tyres/Pirelli_Formula/Energy/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Pirelli_Formula/Energy/src/big_0.png;4;7 720;6 176
